title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
AER Memories of Old,"Transform into a bird and fly to explore and experience a vibrant world of floating islands in the sky. Venture down into lost ancient ruins where each step leads you closer to the end of the world.\n\nAER puts you in the shoes of Auk, a magical shape-shifting girl who can transform between human and bird.",['Epic Games Store'],68,['Forgotten Key'],"['Adventure', 'Indie']",['Daedalic Entertainment'],2017-10-25,['Fantasy'],,,https://images.gog.com/d301a4613ccfd29484848ce062b1ec65114e5f302f680ed16639560760cb43e5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/edd05bcfdaa92aa02b32d0fd0724fa0d86da1c5014dc5df471a99426e0d22dad_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/d9819af0264966c8a659ebe95e89e90892639c33affe0e5da8eeb533586f9b53_glx_vertical_cover.webp?namespace=gamesdb
after HOURS,Groundbreaking research is encrypted on a computer from the 80's. Look through the computer and search the internet to crack the encryption in this fully Kickstarter backed augmented reality puzzle game.,['Humble Bundle'],,['Petter Malmehed'],"['Adventure', 'Indie', 'Simulator']",['Petter Malmehed'],2018-12-20,,,,https://images.gog.com/cabaa44892ab24cd26f4e6dffbd67ced3cfaf7e20534ce50c910b63637d5482b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/62b439a0d066b9d07ac121fc2bc3443d386e209826915a34a1e7135e70399803_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/5833fe26cc2b5e0cdc35b0592282cb3e1f8a44bf574e6b8c80f0569f1b898b2a_glx_vertical_cover.webp?namespace=gamesdb
Afterfall InSanity Extended Edition,"It is 2032 - 20 years after the end of World War III. To survive the nuclear holocaust, humankind fled from the contaminated surface to find safety in vast bunkers, cities created deep underground. Decaying shelters and hideaways set the stage in mankind's struggle for survival where they battle horrible mutants, bloodthirsty mercenaries and other threats.\n\nIn Afterfall: InSanity you won't only face the aftermath of the nuclear fallout, but also the dark shadows of the past in the role of the mysterious psychologist Albert. As Albert, the player will be part of a team of medical scientists in charge of monitoring the fugitives' mental stability. If Albert does not confront his greatest weaknesses\nand deepest fears, he will not survive the claustrophobic depths of the underground from which there is no escape and where the darkness hides more secrets than simply the growing madness of its inhabitants. Defy everything that's in your way to solve the horrible secrets that exists in the dark.",['Steam'],,['Nicolas Entertainment Group'],"['Adventure', 'Shooter']",['Nicolas Games Intoxicate'],2012-12-03,"['Action', 'Horror', 'Science fiction', 'Survival']",,,https://images.gog.com/38fb3008e575049acc687f2355c2981ca2d97e57ce6265718daada4253718381_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/e0ddac8a444007e181ae15347a4adc497c1b923dde7996bfcb51bfdc16a5052e_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/e0ddac8a444007e181ae15347a4adc497c1b923dde7996bfcb51bfdc16a5052e_glx_vertical_cover.webp?namespace=gamesdb
Age of Empires II: HD Edition,"In Age of Empires II: HD Edition, fans of the original game and new players alike will fall in love with the classic Age of Empires II experience. Explore all the original single player campaigns from both Age of Kings and The Conquerors expansion, choose from 18 civilizations spanning over a thousand years of history, and head online to challenge other Steam players in your quest for world domination throughout the ages. Originally developed by Ensemble Studios and reimagined in high definition by Hidden Path Entertainment, Microsoft Studios is proud to bring Age of Empires II: HD Edition.",['Steam'],50,"['Ensemble Studios', 'Hidden Path Entertainment']","['Real Time Strategy (RTS)', 'Strategy']",['Microsoft Studios'],2013-04-09,"['Historical', 'Warfare']",,,https://images.gog.com/d4013aa9b229e1d8103c9bd972f2a7a65a9625221a5b4948c94950594393990c_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/19088fd698f71b58f681b8079f06cb247ad5f6c6f4f9ec482d026099c3fc5de6_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/19088fd698f71b58f681b8079f06cb247ad5f6c6f4f9ec482d026099c3fc5de6_glx_vertical_cover.webp?namespace=gamesdb
Age of Wonders III,"Age of Wonders III, like the previous games in the series is a turn-based strategy game set within a high fantasy universe where the player assumes the role of a political-military leader. Gameplay is 4X-based (explore, expand, exploit and exterminate) where players explore the world map, slowly building an empire through colonization, warfare and diplomacy with rival powers. However new to III is the greater addition of role-playing game features, where players must first choose and customize their leader, all options dependant on the player's chosen style of play. There are six available races in the initial release: humans, draconians, high elves, dwarves, orcs, and goblins, all that will determine the race of their empire with each having unique perks and abilities. The leader and empire is further shaped by the choice from skill sets based on traditional RPG classes along with further specializations and skills to select. Each leader class also has access to their own unique units with a distinct visual look based on their corresponding race, each to accommodate their own unique approach to strategy, both in combat and when managing their empire. On release there are six different classes a leader can be. The ""Sorcerer"" class emphasizes the use of magic for enchantments and summoning powerful units. The ""Theocrat"" derives from an organized religion based society including zealots followers and the use of holy spells and warriors. The ""Rogue"" favors less direct approaches to situations, employing stealth, thievery and manipulation aswell as dark magic in diplomacy and warfare. The ""Archdruid"" channels the power of nature, using it to their advantage by being very self-sufficient and being able to call upon wild creatures. The ""Dreadnaught"" leads a steampunk styled society, using large industry, machinery and gunpowder-based units like cannons and tanks. Finally the ""Warlord"" specializes in direct conflict and combat tactics, utilizing effective non-magic based units and abilities.\nLeaders themselves and separate recruitable hero units will be able to gain experience and level up, while also being able to gain new equipment and powers. Players can also develop their alignment between good and evil based on their player's actions and the cultures the player absorbs into their empire, rather than race like the previous games in the series.\nCities themselves provide much of the resources, infrastructure and host to unit recruitment. Independent cities and units not immediately aligned to any player/leader are also present in the world map. Units that come from an unaffiliated city will fight to protect a city's domain, and they won't forget that they're tied to it. Many of these independent settlements aren't cities in the traditional sense, but can be alternative settlements, like a ""Giant's Keep"" for example. The player can conquer these holdings, which will provide units like a city, or they can absorb them through diplomatic means by paying tribute and diplomatic and/or alignment standing. Quests can also be given to players by independent forces and cities, including but not limited to clearing out wild units, searching for relics and even conquering cities and other holdings. Quests can grant the support of independent forces for player in addition to a reward such as gold or equipment, sometimes with the choice of either given to the player upon completion of the quest.\nAs in the case of the first game in the series, Age of Wonders III offers a story-driven campaign that is playable from two sides, the human-centric Commonwealth Empire and the Court of the High Elves. In addition to the campaign; single-player scenarios, online multiplayer, random map generation and a map editor are also available.[3] The graphics of Age of Wonders III will be presented in 3D instead of the isometric view the series has utilized up to this point.",['Steam'],80,['Triumph Studios'],"['Role-playing (RPG)', 'Strategy', 'Tactical']",['Triumph Studios'],2014-03-31,"['4X (explore, expand, exploit, and exterminate)', 'Fantasy']",,,https://images.gog.com/6511d6472e7f59eb3767a38264992e6fab29fc4ca9e91417c0c7870db405b80f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/6bf5b2b407809686ceec420388df9b0a496a42cda53388907abe9b13285c3789_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/6bf5b2b407809686ceec420388df9b0a496a42cda53388907abe9b13285c3789_glx_vertical_cover.webp?namespace=gamesdb
Age of Wonders: Planetfall - Deluxe Edition,Kit out your personal commander with a plethora of cosmetic items and explore the art that inspired the creation of Planetfall with the Digital Arbook and Original Soundtrack.\nDeluxe Edition Content Includes:\n\nDigital Artbook\nExperience the colorful and imaginative art that brought the world of Age of Wonders: Planetfall to life.\n\nOriginal Soundtrack\nImmerse yourself in the fantastical world of Planetfall with the games original soundtrack.\n\nBravado Bundle Cosmetic Pack\nNothing says “We’re here to rebuild society in our image” like a really boss bandana.\n\nSpacerpunk Cosmetic Pack\nYour style won’t conform to the rules of a fallen galactic society!\n\nInfested Worlds Scenario Planet\nSurvive in a world overtaken by alien flora and fauna dominated by Kir’ko factions!,['Humble Bundle'],,,,,2020-09-16,,,,,,
AI War 2,"AI War II is a grand strategy/RTS hybrid against an overwhelming, inhuman enemy who has conquered the galaxy. The enemy has made only a single error: underestimating you. You must steal as much technology as you can, and take enough territory to fortify your bases and launch your attacks.",['Humble Bundle'],,"['Arcen Games, LLC']","['Simulator', 'Strategy']","['Arcen Games, LLC']",2019-10-22,['Science fiction'],,,https://images.gog.com/87e75078c1910ef1d1276e375fc405e5d4a550ba83adafe700ca7b7bf69b069e_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/176d20c81333e44be5d1fd8f99a530022d04cb58b787a0e5cb8249a2323ad9df_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a96a08e3b1993dfdc1dcca4db1dd908477e9a8ced41174dbdcf71fe2476be150_glx_vertical_cover.webp?namespace=gamesdb
Aircar,A simple immersive flying game built for VR. Pilot an aircar through a futuristic cityscape.,['Steam'],,,['Indie'],,2019-08-17,,10,,https://images.gog.com/2ff867ece67bf8c778a96f40b9b05b5a30c52f1930c74fdef1f3a96f3577a57d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/ef969b3a8bec1b7de1122161407f482d9472f4dc3b09ecfa4605aa3f729dad0f_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/ef969b3a8bec1b7de1122161407f482d9472f4dc3b09ecfa4605aa3f729dad0f_glx_vertical_cover.webp?namespace=gamesdb
Akalabeth: World of Doom,"In the game, the player character visits Lord British and is instructed by him to kill certain monsters. The final mission is to kill a balrog, and after this has been accomplished, Lord British proclaims that ""thou hast proven thyself worthy of knighthood"".",['GOG'],,['Richard Garriott'],['Role-playing (RPG)'],"['California Pacific Computer', 'Quantum Toast']",1980-01-01,['Fantasy'],,,https://images.gog.com/76625d1c0f0b2b2da8138873ba401e48f6ac1e9a13704f181b0ae51fc6519d4e_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/f75df4f95786b214642117404e344e7145982accac31a2e48d1ac915cbf415f8_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/f75df4f95786b214642117404e344e7145982accac31a2e48d1ac915cbf415f8_glx_vertical_cover.webp?namespace=gamesdb
Alan Wake,"Presented in the style of a TV series, Alan Wake features the trademark Remedy storytelling and pulse-pounding action sequences. As players dive deeper and deeper into the mystery, they’ll face overwhelming odds, plot twists, and cliffhangers. It’s only by mastering the Fight With Light combat mechanic that they can stay one step ahead of the darkness that spreads across Bright Falls.\n\nWith the body of an action game and the mind of a psychological thriller, Alan Wake’s intense atmosphere, deep and multi-layered story, and exceptionally tense combat sequences provide players with an entertaining and original gaming experience.","['Epic Games Store', 'Steam']",83,['Remedy Entertainment'],"['Adventure', 'Shooter']","['E-Frontier', 'Legacy Interactive', 'Microsoft Game Studios', 'Namco Bandai Partners', 'Nordic Games Publishing', 'Remedy Entertainment']",2010-05-14,"['Action', 'Horror', 'Thriller']",,,https://images.gog.com/b3fd290f242f68df4c765b2f8482a5053dbeb67100805adf56934fa3a0b53029_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/4365fa3a340126702f43d5eb6cfce14d9cf330e84fcd1b807e123753449a6a18_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/33aa9867f8b843e23f35837c44e73524c6fba0aef81c40f2d0f9e02117356550_glx_vertical_cover.webp?namespace=gamesdb
Alan Wake's American Nightmare,"The plot of American Nightmare is framed by the narration of an episode of the fictional TV show, ""Night Springs,"" which follows the style of The Twilight Zone and appeared on television screens throughout the original Alan Wake.\nAlan Wake's friend and manager, Barry, is asleep in a motel room. The narration explains that Alan is attempting to chase down the ""herald of darkness"", Mr. Scratch, who is Alan's evil doppelganger created by a dark force. Scratch is determined to take away everything Alan loves, including his wife, Alice. Alan, as the ""champion of light,"" has the ability to rewrite reality, and was able to write his escape from Cauldron Lake in Washington. He ends up near the small town of Night Springs, Arizona, and learns that he has been missing from the real world for nearly two years.\nA nearby oil derrick erupts with several foes controlled by Mr. Scratch. Seeking light, Alan runs to a nearby motel, where he encounters Emma Sloan, who at first thinks he is Mr. Scratch, since they look identical. She tells Alan that Scratch was at the motel the night before, and provides Alan with a typewritten page, a way to alter reality to destroy the derrick and stop the foes. Alan follows its instructions, which causes a meteor to collide with an artificial satellite, sending it hurtling towards the ground, where it then collides with the oil derrick. While Alan is away performing this task, the dark forces consume Emma.\nFollowing clues he found at the motel, along with a set of keys, Alan heads to a nearby observatory. There, Dr. Rachel Meadows, who also met Mr. Scratch previously, is tracking a mysterious signal sent just before the satellite was knocked out of orbit. Rachel tells Alan that Mr. Scratch was very interested in this signal, and Alan surmises that it must contain the key to fighting the darkness. While attempting to obtain the complete signal, the observatory's telescope is sabotaged by the darkness, which reinforces Alan's belief that the signal contains something he needs. After repairing the damage, a portion of the signal comes through that translates into a page of a story: a new reality that Alan can presumably implement.\nThe page points him to a nearby drive-in theater, where he meets Serena Valdivia, who is under the influence of the darkness. After freeing her by restoring power and switching the lights on, Serena tells Alan that Mr. Scratch is trying to prevent the sun from ever rising again. She gives Alan the security code to the projection room where he can change reality. Alan uses the incomplete message to try to set the new reality. However, as the message is only partial, the new reality does not take effect. Mr. Scratch appears, gloating, and sends Alan back in time to a few hours before.\nWaking up again near the motel, Alan repeats many of the same motions. Emma and Rachel still have some deja vu of the previous loop's events, and have helped perform some of Alan's previous tasks for him. Despite his efforts to change events this time around, Emma is nevertheless consumed again by the darkness. Rachel is able to capture a longer portion of the signal this time, but it is still incomplete. When Alan returns to the drive-in theater, he is again unable to complete the new reality and is sent back in time again by Mr. Scratch.\nAlan repeats his actions for a third time, but this time, he is able to save Emma and gain the complete message from Rachel. He sets the correct series of events in the projection room, which triggers the projector to show a film made by Alice. Mr. Scratch appears again, but discovers that Alan has successfully written the new reality, and he is burned out of existence by the film. On the screen, Alan appears to reunite with Alice along a sun-lit shoreline; however, the narrator notes that this could quite possibly be just a figment of Alan's imagination, since he is still trapped in the Dark Place.\nDuring the credits, it is revealed that the name of the episode of Night Springs that Alan wrote himself into was titled ""Return"", a reference to the manuscript he began to type at the end of Special Two: The Writer.\nAfter completion of the game's credits, Barry wakes up suddenly, believing he has heard Alan's voice.","['Epic Games Store', 'Steam']",79,['Remedy Entertainment'],"['Adventure', 'Shooter']","['Microsoft Studios', 'Nordic Games Publishing']",2012-05-22,"['Action', 'Drama', 'Horror', 'Science fiction']",,,https://images.gog.com/07db9684e57a5ce4e02d470d316381bf1ad56863075db02431bd8a1f70538f14_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/19d68e040c7a171b23746476ded9d400308b32dbc2467fdee1c49b599301348b_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3c614bc0e5cf4cf19b2e750aa6293992c35fce7bb6a214e28db29adcb0ca4094_glx_vertical_cover.webp?namespace=gamesdb
